               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.040332,            0.034425,            0.015599,              0.7046,             0.64304,             0.69122,             0.41857,            0.036885,            0.019714,           0.0094849,            0.005215,            0.005215,            0.005215
                 147,            0.040116,            0.034083,            0.015624,             0.70308,             0.64463,             0.69164,             0.41896,             0.03687,            0.019704,           0.0094631,            0.005182,            0.005182,            0.005182
                 148,            0.040307,            0.034299,            0.015615,             0.70331,             0.64351,             0.69195,             0.41924,            0.036855,              0.0197,           0.0094476,            0.005149,            0.005149,            0.005149
                 149,            0.040067,            0.033838,            0.015508,             0.70259,             0.64546,             0.69237,             0.41989,            0.036841,            0.019694,            0.009435,            0.005116,            0.005116,            0.005116
                 150,            0.040353,            0.034112,            0.015492,              0.7036,             0.64534,             0.69286,             0.42023,            0.036826,            0.019685,           0.0094218,            0.005083,            0.005083,            0.005083
                 151,            0.040013,            0.034013,            0.015254,             0.70636,             0.64401,             0.69347,             0.42078,            0.036813,            0.019678,           0.0094081,             0.00505,             0.00505,             0.00505
                 152,            0.040144,            0.033711,            0.015451,             0.70681,             0.64331,             0.69373,             0.42129,            0.036795,            0.019672,           0.0093983,            0.005017,            0.005017,            0.005017
                 153,            0.039977,            0.034015,            0.015217,             0.70727,             0.64608,              0.6944,              0.4217,             0.03678,            0.019664,           0.0093914,            0.004984,            0.004984,            0.004984
                 154,            0.040252,            0.033846,             0.01513,             0.71001,             0.64577,             0.69461,             0.42199,            0.036765,            0.019656,            0.009385,            0.004951,            0.004951,            0.004951
                 155,             0.04008,            0.034252,            0.015034,              0.7092,             0.64749,              0.6948,             0.42195,            0.036752,             0.01965,           0.0093783,            0.004918,            0.004918,            0.004918
                 156,            0.040021,            0.034012,            0.015018,             0.70963,             0.64778,             0.69524,             0.42245,            0.036738,            0.019643,           0.0093777,            0.004885,            0.004885,            0.004885
                 157,             0.03986,            0.033835,            0.015097,             0.71046,             0.64732,             0.69567,             0.42289,            0.036723,            0.019636,           0.0093644,            0.004852,            0.004852,            0.004852
                 158,            0.040028,            0.033701,            0.015004,              0.7115,             0.64657,             0.69608,             0.42326,            0.036707,            0.019629,           0.0093521,            0.004819,            0.004819,            0.004819
